28-Nov,"Sb312 will pass 210, at RWC I'm guessing T07:34"
28-Nov,"SB312 moving slowly thru San Mateo, will be delayed into RWC T07:31"
28-Nov,SB trains minor delays through last SF tunnel and Bayshore stn. All trains using local track T07:29
28-Nov,SB 314 moving slowly through Bayshore using local (outside) track to pass a stalled train set parked on express track T07:25
28-Nov,206 pax off at RWC 210 will pick them up T07:12
26-Nov,Minimal delay for sb438 from broken down train on track #2 @ Bayshore T16:31
26-Nov,Some weird track/train maneuvering at Bayshore. No clue what's going on. T16:27
26-Nov,"pax transfer has been completed, trains now proceeding (slowly), 15mph speed restriction still in effect T12:20"
26-Nov,The baby bullet train that struck the trespasser is transferring its (approx) 300 passengers to another train T12:18
26-Nov,Speed restriction in effect at incident site. Single tracking. T11:55
26-Nov,"Fatality at Cal Ave about an hour ago, trains stopped in both directions T11:46"
26-Nov,"KCBS reporting: Just before 11am a NB Bullet, not sched to stop at CalAve, struck, killed a trespasser. T11:46"
26-Nov,SB 422 cancelled per announcement at Millbrae. No word on replacement train. T08:45
26-Nov,SB 422 mechanical problems at Bayshore. At least 13 mins down at this point. T08:40
23-Nov,SB 158 departed Cal Ave 7 min late T16:15
23-Nov,SB 154 is 8 min late @ RWC. Annoying music from kind in south car. Conductor please! T15:11
22-Nov,"NB 365 @ RWC. ""police activity"" 5 min down T16:58"
22-Nov,NB 365 left RWC stopped then backed up. No announcement ?? T16:57
21-Nov,Thanksgiving holiday schedule posted http://bit.ly/tpp0NS T18:31
21-Nov,Trains are protecting a pedestrian crossing at San Bruno station T07:30
18-Nov,"Nb271 late 16 minutes, just passed Lawrence T17:35"
18-Nov,NB159 leaving MP 6 mins late. T15:48
18-Nov,SB322 4 mins late out of millbrae T08:21
17-Nov,Nb 373 left mtnview 4 min late T17:43
17-Nov,SB266 left MP 10 min late T17:38
17-Nov,Per other users: SB 368 stopped at San Mateo waiting on ambulance. T17:08
17-Nov,SB216 5 min late at san mateo T07:48
16-Nov,Trains are protecting 16th St (MP 1.0) in SF for a malfunction T18:49
16-Nov,"NB277 arr 7m late MP, no interior lights T18:27"
16-Nov,SB322 dep RWC 7m late T08:37
16-Nov,SB322 waiting at San Carlos for train ahead to clear T08:29
16-Nov,SB 220 left SC 8:24 - 11 min late. T08:24
16-Nov,NB227 departed Lawrence 8 mins late. T08:21
16-Nov,Sb216 left sc 14 min late 8:04 T08:06
16-Nov,"NB227 starting behind 329, 10 mins late (per announcement) T08:02"
16-Nov,Looks like sb216 might try to pass sb218 at Bayshore T07:36
16-Nov,Sb216 left SF 12 minutes late T07:32
16-Nov,There's still blood on the ground of sb216 in the 3rd car of sb216. Watch your step! T07:31
16-Nov,Paramedics cleared the injured passenger. Should be leaving soon. T07:29
16-Nov,Paramedics on scene of sb216 passenger accident at SF T07:27
16-Nov,Someone fell around sb216 just before the doors closed. Hope she's ok. T07:21
14-Nov,SB 230 running slow. Arriving San Carlos 9:18 T09:17
14-Nov,Sb216 left Menlo Park 11 minutes late T08:10
14-Nov,Sb216 stopped briefly due to mechanical. Left San Mateo 9 minutes late T07:51
14-Nov,Sb216 off to sluggish start. Stopped at San Mateo. T07:49
11-Nov,NB 285 left Hillsdale 19:30. Joyous mood onboard T19:31
11-Nov,NB 285 left San Carlos 19:25 T19:25
11-Nov,SB 284 made stop at San Carlos 19:16 T19:17
11-Nov,Nb383 left millbrae 8 min late. Stuck door on car2 from north. T19:15
11-Nov,NB 383 flew past San Carlos 18:58. NB 277 & 285 locations? T19:05
11-Nov,Haven't heard any more about the train at south city. Guess it got fixed. T19:03
11-Nov,SB288 delayed 5min; completely local from SF T18:59
11-Nov,Whatever train is at South City has sparks coming from its wheels. Uh oh. T18:54
11-Nov,Correction: nb285 left diridon 23 min late 6:54 T18:53
11-Nov,Nb285 cancelled at diridon. Nb287 will be making 287 stops. T18:47
11-Nov,Any status on 276? Signs omit its eta. T18:40
11-Nov,NB 379 left Millbrae 10mins late T18:35
11-Nov,"Twitter search for ""Caltrain"" finally restored. T18:32"
11-Nov,Nb275/277 SRO after RWC T18:28
11-Nov,NB 379 stopped north of San Mateo. Bridge problems not fixed? T18:26
11-Nov,Sb274 informed of person of interest still not in police custody T18:11
11-Nov,Sb280 now local T18:11
11-Nov,Nb277 arrived at Lawrence waiting for nb379 to pass on track 3 T17:52
11-Nov,Sb264 waiting for police due to conductor vs passenger incident T17:45
11-Nov,Sb276 local T17:37
11-Nov,Nb275 and sb378 cancelled T17:36
11-Nov,"Bridge was in San Mateo actually, inspected and good for max auth speed T17:35"
11-Nov,Trains in all directions getting permission to proceed. T17:28
11-Nov,NB267 is 5min late but moving toward RC T17:26
11-Nov,BRIDGES INSPECTED. NO ISSUES. RESIDUAL DELAYS. T17:26
11-Nov,SAMTrans busses honoring CalTrain tickets in RWC (says a bus operator) T17:26
11-Nov,Nb267 going to San Carlos and stopping T17:26
11-Nov,Is bridge integrity problem S of Burlingame or N of Millbrae? SB264 says S of Burlingame. What's going on w/ NB261? T17:21
11-Nov,Nb265 holding at Hayward park T17:20
11-Nov,373-379 told north can't take any more trains. Stopped. T17:19
11-Nov,Nb271 stopped at Palo Alto by control T17:17
11-Nov,Nb275 making both 275 and 277 stops T17:11
11-Nov,Nb369 holding at Belmont (not normal stop) T17:11
11-Nov,Sb270 holding at South City T17:09
11-Nov,SbX64 reversing to Bgame to let pax off T17:07
11-Nov,Inspector has yet to arrive nb261 was just informed T17:07
11-Nov,"FYI - Twitter search for ""caltrain"" severely delayed. T17:04"
11-Nov,SB264 stopped between Burlingame and San Mateo due to bridge integrity problem up ahead T17:03
11-Nov,Correction - NB 261 still stopped with one car releasing folks to San Mateo stn T16:57
11-Nov,nb365 told to hold at Hillsdale (even though it does not normally stop there) T16:51
11-Nov,SB stopped just north of SM due to bridge prob. Once inspected & cleared we can go. T16:50
11-Nov,"sb368 holding at Mibrae, sb266 holding at San Bruno T16:49"
11-Nov,nb263 told to hold somewhere around CP Palm and Hayward Park T16:49
11-Nov,NB 261 now ordered to stop to await further instructions T16:46
11-Nov,"NB 261 proceeding slowly after Millbrae due to ""possible bridge integrity problem"" T16:45"
11-Nov,NB 261 stopped at red signal outside Millbrae - possible bridge integrity problem T16:43
8-Nov,Nb193 left Lawrence 12min late per annc. T20:55
8-Nov,NB267 is 7 min late at San Carlos T17:37
8-Nov,SB216 dp MP 9 min late T08:08
8-Nov,Person directing traffic at Brewster Ave x-ing. Sb216 went by without problems. T08:03
8-Nov,"SB314 departed Palo Alto 8 min late, to give an idea of the delays due to crossing protection. T08:00"
8-Nov,Trains are protecting Brewster Ave in RWC for a broken gate T07:44
7-Nov,NB 189 delayed at Millbrae. Departed 10 mins late - no reason announced for delay T19:51
7-Nov,NB221 - 8 min late @ San Mateo T08:15
7-Nov,Sb216 went slow north of Belmont for what appeared to be police activity. T07:52
4-Nov,NB139 is experiencing electrical problems. Limping towards Sunnyvale. T10:27
4-Nov,"Per radio, sounded like the accident was cleared near Tamien. T08:33"
4-Nov,"Appears that all NB trains are starting at San Jose, on time for the most part T08:12"
4-Nov,Fatality around the Tamien area. Not sure about delays just yet. T08:02
4-Nov,Nb197 stopped just south of Williams Ave due to police activity. Flashing lights up ahead. T00:22
4-Nov,Nb197 stopped between tunnels due to police activity. T00:19
4-Nov,"Guy just wet himself on NB 197. New train, car 233. Ugh T00:00"
3-Nov,Nb197 leaving PA 23 minutes late. Wheelchair pax had a house with him. T23:24
3-Nov,Nb197 stopped at PA for no apparent reason T23:22
3-Nov,NB 197 departed San Antonio 18 minutes late T23:13
3-Nov,NB 197 left San Jose 15 minutes late due to Sharks shootout game; now stopped in Mtn View for quite a while T23:06
3-Nov,SB154 4 minutes late arriving Palo Alto T15:06
3-Nov,"Sb216 left ""Bvrlingame"" 5 minutes late T07:43"
2-Nov,"Sb216 left ""Bvrlingame"" 5 minutes late T07:43"
2-Nov,Nb285 stopped longer than usual at San Carlos. Now 13 down. T19:18
2-Nov,Nb285 left Menlo 10 minutes late. Lights flickering. T19:10
2-Nov,Nb285 stopped at Menlo Park with no power. Conductor said we should be leaving soon. T19:04
2-Nov,Nb285 lights out. Likely delays to come... T18:57
2-Nov,NB267 dep SCarlos 25m late T17:55
2-Nov,NB267 dep MP 22m late T17:42
2-Nov,NB 369 leaving PA 23 minutes late T17:29
2-Nov,"NB 271 left Santa Clara 5 min late. ""Switching problems"" T17:20"
2-Nov,NB 267 departed Lawrence 20 min late due to NB 369 not passing in time T17:16
2-Nov,NB263 departed RWC 23 min late. T16:55
2-Nov,NB365 departing MV at 4:54. T16:53
2-Nov,NB trains delayed 10-15 min. T16:47
2-Nov,NB261 departed Palo Alto 11 min late (but still ahead of NB263) T16:25
2-Nov,"NB319 starts at Diredon, NB217 picking up passengers at Tamien T06:56"
1-Nov,"Vehicle removed off tracks between San Antonio and Cal Ave, speed restriction in effect T21:32"
1-Nov,"Tow truck on site of car-on-tracks situation, holding up at least nb193. Unclear of where exactly. T21:25"
1-Nov,Trains are protecting Castro St in MV due to malfunctioning crossing. T18:43
1-Nov,"Bike rage vs car rage @ Lawrence, police requested but not delaying service T08:22"
31-Oct,NB225 is 21 min late. Just getting into Sunnyvale T08:20
31-Oct,Baby Bullet just leaving Sunnyvale 8:17 packed like sardines T08:17
31-Oct,NB225 15 mins late per announcement T08:07
28-Oct,NB287 dep Burlingame 5 mins late T19:40
28-Oct,Sb216 a bit sluggish this morning. About 5 minutes down due to mechanical issue. T07:44
28-Oct,NB319 leaving SJD down 10 T07:14
28-Oct,NB 319 not at SJD yet T07:05
28-Oct,Sb104 on the way to help nb319. Either swapping equip or get it working @ Tamien T07:03
27-Oct,Speed restriction at Hayward Park cancelled. T07:27
27-Oct,Nb215 told to protect Hayward Park as well T07:25
27-Oct,Sb312 told to protect Hayward Park due to police activity T07:16
27-Oct,NB211 dep. RWC 6m late T06:58
27-Oct,NB207 Hillsdale & Millbrae passengers off boarded at RWC to transfer to NB211 T06:56
27-Oct,NB207 at RWC converted to express to SF 4th & King due to mechanical problems T06:55
27-Oct,NB207 lights keep shutting off; dep. San Ant. 7m late T06:35
27-Oct,NB207 dep. Lawrence 5m late T06:19
26-Oct,Trains are protecting Broadway Ave in Burlingame due to broken x-ing T19:24
25-Oct,SB230 4 min late out of millbrae T09:06
24-Oct,NB 383 passed NB 281 at Belmont. NB 383 approx 5 min behind schedule T19:03
24-Oct,NB285 dep 5 min late from Palo Alto T18:58
24-Oct,NB281 dp MP @ 6:44 T18:45
24-Oct,"Per announcement - NB277 stops in MV, MB, and SF only T18:25"
24-Oct,Nb281 will make all local stops from MV T18:19
21-Oct,SB288 14 minutes down due to problem with wheelchair lift T19:43
21-Oct,Be advised there will be a bus bridge between Santa Clara and SJ Diridon all weekend Oct. 29-30 for signal work T16:53
20-Oct,"Per radio chatter, sounds like trains are moving; no word on delays, but last time we had a small (< M5) they were unaffected. T15:00"
20-Oct,Any delays due to 4.2 earthquake centered in Berkeley? T14:54
19-Oct,http://Firedispatch.com is reporting a medical aid on the tracks in Redwood City. Unknown if that's causing delays. T11:10
18-Oct,NB383 dep MP 18m late T19:02
18-Oct,NB383 left Mountain View 15min late T18:57
18-Oct,"NB383 missing @ MP, scratchy speaker announced hasn't left MV? T18:50"
18-Oct,"226 10 minutes down - ""passenger had to be removed from the train"" T09:43"
18-Oct,@ddunstan found a white iPhone on sb322 pic.twitter.com/ea6yMfhs T09:09
18-Oct,SB 226 9 minutes late departing San Mateo T08:51
18-Oct,"NB323 packed to the gills, left MTV 5 min late T08:03"
17-Oct,Nb197 left San Jose 13 minutes late. T22:43
17-Oct,Nb197 chilling at San Jose due to broken doors. Hopefully will be leaving shortly. T22:43
17-Oct,"NB383 passed local at Millbrae, ~6m down T19:11"
17-Oct,NB139 10 mins late departing Diridon @ 10:20am T10:25
15-Oct,Conductor on NB 3pm train says the tracks are open past Bayshore since about noon. T15:23
15-Oct,Anyone know if service through Bayshore has resumed? T13:46
15-Oct,Temporary service changes today - info on shuttles http://ln-s.ws/kll T12:27
15-Oct,NB425 will terminate at Bayshore due to construction. T09:15
15-Oct,Info: Construction at Jerrod Ave http://cow.org/r/8sG T08:39
15-Oct,Wow. Epic confusion at Millbrae BART. Caltrain ticket holders must line up to score BART tix T08:09
15-Oct,"Looks like a bridge at Gerald Ave is being demolished. Psgrs told exit Millbrae, take BART. T08:03"
15-Oct,What happened? T07:59
15-Oct,CALTRAIN TRANSIT ALERT: northbound service ENDS at Bayshore. SF psgrs told to exit millbrae & take BART. T07:41
15-Oct,CALTRAIN TRANSIT ALERT: northbound service ENDS at Bayshore. SF psgrs being told exit Millbrae & take BART. was this announced? T07:34
14-Oct,SB266 left MP 6 min late T17:34
14-Oct,Anyone know how far down SB266 is? T17:30
14-Oct,SB368 just passed MP T17:24
14-Oct,"SB264 stopped at San Carlos due to ""unruly passenger"" on train; 15 minutes down so far T17:07"
13-Oct,NB261 on time standing room only T16:30
13-Oct,Normally empty northbound local train already at standing room @ 3pm due to cal bears game tonight. Plan accordingly. T15:21
13-Oct,Trains protecting broken gate @ Mary in MV Expect delays. T08:46
12-Oct,Nb191 left belmont 3 min late T20:19
12-Oct,NB285 4min late at Palo Alto T18:57
12-Oct,SB230 dep Palo Alto 6 mins latel T09:33
11-Oct,Speed restriction 10mph in effect at Castro St in MV T18:59
11-Oct,Sb226 left sc 6 min late 8:56 T08:58
11-Oct,SB322 5 mins late out of millbrae T08:22
11-Oct,NB215 halted in San Carlos. Power outage T07:25
10-Oct,nb193 will arrive Hayward Park on #2 track to pick up nb191's passengers T21:14
10-Oct,nb191 stuck at Hayward Park for mechanical reasons T20:38
10-Oct,SB154 departed Cal Ave 32 mins down T15:41
10-Oct,SB154 stopped at Cal Ave for apparent medical emergency. Paramedics on my car. T15:31
10-Oct,Sb208 left sc 4 min late 7:11 T07:14
9-Oct,NB445 still sitting at PA SB442 still hasn't arrived. Is something going on? T19:41
8-Oct,Sb438 on the move. Left Atherton 10 minutes late. T17:21
8-Oct,Transit police now preset at Atherton. Will update as I know more. T17:20
8-Oct,Sb438 stopped at Atherton. No apparent reason. Already 7 minutes down. T17:19
7-Oct,Nb277 down about 10 minutes at CalAve #Caltrain T18:21
7-Oct,NB225 is 6min late @ San Mateo T08:37
6-Oct,Please read previous tweets before posting to prevent duplicates. T18:18
6-Oct,Broken down train at Millbrae. 10-15 min estimated delay for SB 280 T18:17
6-Oct,Nb267 mostly fixed. Going to dead-head back to SF. Residual delays from single track. T18:15
6-Oct,NB373 over on SB track into Millbrae T18:10
6-Oct,Sb280 holding for nb271 and *73 T18:06
6-Oct,NB373 stopped at red signal N of SMateo T18:05
6-Oct,Single tracking. Nb271 on #2 track at Milbrae T18:05
6-Oct,NB267 mechanical issues at Millbrae. Sitting. T17:58
6-Oct,"NB267 halted at Millbrae indefinitely due to ""mechanical problems"" T17:57"
6-Oct,"NB369 still sitting at Palo Alto (about 8 min down), no reason given T17:14"
6-Oct,NB 369 departed mv 4 mins late T17:01
6-Oct,Nb135 departing mv 9 min late T09:38
5-Oct,"SB260 15 min late at MV, bullet will pass at Lawr T16:54"
5-Oct,SB260 stuck at San Antonio @ 4:48pm T16:50
5-Oct,SB 332 departed SF 3 mins late T09:02
5-Oct,Sb220 on the move again. Overheard on radio this engine has bad history T08:36
5-Oct,Sb220 stopped just north of Cal Ave while we test brakes again T08:34
5-Oct,Sb220 emergency brakes again. T08:33
5-Oct,Sb220 is on the move after Milbrae. Only a couple minutes down. T08:05
5-Oct,Sb220 *DID NOT* run over a bike. T08:04
5-Oct,SB220 - Emergency stop; conductors checking brakes; train ran over bike (?) - Millbrae Station T08:03
5-Oct,Sb220 went into emergency brakes for no apparent reason apparently. T08:03
5-Oct,Sb220 just stopped after brakes kicked in. North of Milbrae. T08:02
4-Oct,Nb285 backing up now. Was a door that managed to get itself open. T19:30
4-Oct,Nb285 is stuck now. Will update shortly. T19:28
4-Oct,NB191 dep MP 6m late T20:11
3-Oct,"NB261 depart Menlo Park 13 min late, power is restored. T16:40"
3-Oct,NB261 departed rwc 14min late T16:39
3-Oct,"NB261 depart Palo Alto 7 min late, just lost all electrical power T16:25"
3-Oct,"SB 324 stopped briefly near Belmont due to ""red signal"". Moving again. T08:48"
3-Oct,Trains are protecting San Bruno Ave crossing due to malfunction. T07:28
30-Sep,NB 275 5 min late at Hillsdale T18:14
30-Sep,"NB233 a few minutes down leaving MV, intermittent power problems T09:09"
29-Sep,"Nb261 having engine problems, 12mins late out of san Antonio T16:20"
29-Sep,NB227 leaving MTV 12 min late T08:36
28-Sep,SB266 left MP 5 min late T17:33
27-Sep,NB 379 departed Palo Alto with standing room only T18:09
27-Sep,SB230 dep San Carlos 26 mins late T09:41
27-Sep,SB 332 departed Millbrae 5mins late. Standing room only. T09:23
27-Sep,"SB230 now proceeding slowly to 22nd St, 20 mins late, expressing from there T09:05"
27-Sep,NB217/215 announced conversion to local following RWC T07:37
27-Sep,NB319 finally departing Sunnyvale. 10 min late. Very full. T07:24
27-Sep,"NB319 10 min late @SVale, NB217 picking up NB215 passengers T07:23"
27-Sep,NB215 out of service. All passengers dumped at Sunnyvale. T07:18
27-Sep,NB 215 broke down ahead of and holding up NB 319 T07:14
27-Sep,NB215 still a no show at Sunnyvale. 13 min late T07:13
27-Sep,"NB319 at a full stop at Santa Clara, NB215 broken down in front of us T07:13"
27-Sep,"NB 319 stopped at Santa Clara, no announcement. T07:12"
26-Sep,conductor announced Unscheduled courtesy stop at Belmont. T09:14
26-Sep,NB 233 departed MV 5 late T09:10
23-Sep,SB260 left MP 5 min late T16:28
21-Sep,SB142 5m late dep San Carlos T11:56
21-Sep,Caltrain considering eliminating 8 ride tickets http://holierthanyou.blogspot.com/2011/09/letter-to-caltrain.html T09:02
21-Sep,sb216 left sc 5 min late 7:55 T07:57
20-Sep,"NB383 Lost OWC laptop harddrive in box, upper floor, 415-728-6193 train 918 T19:17"
19-Sep,NB 379 departed PA 4mins late T18:10
19-Sep,SB226 left san bruno 6 mins late T08:40
19-Sep,NB323 moving again. T08:35
19-Sep,"SB220 just made brief stop before arriving RWC, ~5min down T08:33"
19-Sep,NB 323 stopped north of Millbrae for unknown reason T08:33
19-Sep,Sb216 left Sc 5 min late 7:55 T07:57
16-Sep,SB230 3 min late at millbrae T09:05
15-Sep,Trains protecting Fair Oaks in Atherton T18:12
15-Sep,NB267 is 5 min late in San Carlos T17:35
15-Sep,"NB365 first car, rear half, no A/C. T16:22"
15-Sep,"Delays at Linden Ave in SSF due to malfunctioning crossing. Trains protecting, crews on site. T07:32"
14-Sep,SB266 leaving MP 6 min late T17:34
14-Sep,"SB260 departing PA, 12 minutes late T16:38"
14-Sep,SB324 leaving SF 4min down T08:19
14-Sep,NB319 departing san mateo 10 mins late T07:49
14-Sep,NB313 11m late dep. Hillsdale. T07:29
14-Sep,"Nb207 ""annulled"" at Palo Alto; nb215 will make 207's stops T07:15"
14-Sep,Nb215 will also be on track 2 at Palo Alto T07:12
14-Sep,Plan is for nb207 to go to PA and detrain pax to nb215 T07:08
14-Sep,Nb313 will run around 207 but will be on SB track at Palo Alto T07:04
14-Sep,"NB207 dep. San Antonio 30m late, mechanical issues continue. T06:59"
14-Sep,NB207 dep. SVL 19m late after stopping to let NB 211 pass. T06:39
14-Sep,"NB207 dep. Lawrence 13m late. Electrical problem, but lights now restored. T06:31"
13-Sep,NB 285 ten minutes behind out of Lawrence. T18:48
13-Sep,Nb285 left Lawrence 8 minutes late T18:47
13-Sep,NB267 is 7 min late at San Carlos T17:37
13-Sep,SB220 moving again. Left San Antonio at 8:45. T08:46
13-Sep,SB220 stuck just before San Antonio. Something wrong with the compressed air I think they said. T08:42
12-Sep,NB193 6m late arr MP T21:11
12-Sep,NB 369 leaving PA 5 minutes late T17:12
12-Sep,"NB369 lv Palo Alto ~5 min late, almost full T17:11"
12-Sep,SB142 9 mins late @ RWC T12:05
10-Sep,SB442 stuck in 22 bc of fatality near bayshore T19:01
10-Sep,NB437 dep Hillsdale 7 mins late T15:59
9-Sep,NB Train labeled x5 is really 287 T19:03
8-Sep,Nb285 2nd car (from north) doors are not working at Lawrence. T18:41
8-Sep,SB138 10 mins late @ RWC T11:07
7-Sep,NB383 left Millbrae 3 mins late T19:08
7-Sep,NB383 slowing to crawl just south of Burlingame station T19:03
7-Sep,Nb285 left MV 3 minutes late. T18:49
7-Sep,NB281 inched past Mt View. Speed restrictions? T18:24
7-Sep,"NB277 moving again with no info about mech problem, 8 min down T18:22"
7-Sep,373 2nd bike car no AC T17:47
7-Sep,NB267 slow thru Atherton- looks like crossing damage at Watkins T17:24
7-Sep,NB319 moving again. 13 mins down. T07:52
7-Sep,"NB319 holding at san mateo waiting for police to assist in removal of ticketless, argumentative passenger. T07:50"
7-Sep,NB319 just sitting at San Mateo. 5+ minutes now. No explanation #Caltrain T07:47
7-Sep,SB312 10m late dep RWC T07:43
7-Sep,SB312 reduced speed btwn Milbr & RWC; at least 7m late RWC T07:37
6-Sep,"Broken xing at Atherton. Slow both directions. NB277, 6 min down. T18:33"
6-Sep,NB277 6 min late out of menlo T18:26
6-Sep,"SB 314 equipment change, now expected to board track 8 in SF. T07:06"
2-Sep,nb151 departed San Antonio 18min late T13:57
1-Sep,Sb 288 departing RWC 12 min late T19:40
1-Sep,NB277 left cal ave 8min down T18:19
1-Sep,NB275 leaving mp 15 mn late T18:12
1-Sep,"NB379 passed cal ave, about 7min down? T18:11"
1-Sep,"Per announcement, NB275 is 13 mins late; has yet to arrive at MP. T18:06"
1-Sep,NB373 leaving MP T18:04
1-Sep,NB373 arriving Menlo Park 16 min late. Conductor says should run at full speed from here. T18:02
1-Sep,Sb 372 is coasting to A stop in MTV T18:01
1-Sep,"NB373 arriving MV approx 10min late. Per conductor, signal issues. Making regular bullet stops. T17:47"
1-Sep,NB267 - 14 minutes late - San Carlos Station - T17:43
1-Sep,267 is in Palo Alto at 5:31 - 15 minutes late T17:30
1-Sep,NB 369 leaving PA 18 mins late - still a bullet T17:25
1-Sep,Are all trains creeping or just NB 267? T17:16
1-Sep,267 is crawling into Sunnyvale 6 minutes late T17:05
1-Sep,Anyone know the status of NB 267? T17:04
1-Sep,SB312 held and left 5 mun late from Milbrae T07:25
30-Aug,"If you want vent, start here. http://www.caltrain.com/about/Contact_Us.html T19:52"
30-Aug,Service is downright hostile toward the consumer. This is ridiculous. T19:49
30-Aug,"Pro tip: Service may get you down so please vent your frustrations on your personal account and not to the 7,431 followers. -Admin"
30-Aug,88 left almost 2 minutes early. This is the last straw you sacks of garbage. T19:44
30-Aug,NB159 left Palo Alto 7 min late. T15:47
28-Aug,SB 422 will be expressing from Milbrae to SJ Diridon T09:25
28-Aug,SB 422 finally moving. T09:17
